mlbam,bbref,fangraphs,retro,name
837864,,,,Leanders Matos
702106,,,,Donovan McIntyre
811622,,,,Ledwin Gonzalez
703520,,,,Brett Bateman
677295,,,,Micah Bello
694436,,,,Samuel Strickland
695534,pettych02,30170,pettc002,Chase Petty
694376,whitcsh01,27789,whits003,Shay Whitcomb
608577,mazarno01,14553,mazan001,Nomar Mazara
800630,,,,Braeden Sloan
686445,,,,Sammy Siani
836601,,,,Diego Frontado
833405,,,,Aiden Robertson
836059,,,,Brady Parker
803290,,,,Estevan Moreno
823790,,,,Will McCausland
656509,harrimo01,17216,harrm003,Monte Harrison
814499,,,,Brady Cerkownyk
669127,langesh01,25816,langs001,Shea Langeliers
700652,,,,Kenny Piper
700933,,,,Chris Cortez
695283,,,,Junior Pina
679668,,,,A. J. Franklin
695584,,,,Brayden Jones
807727,mcadoch01,,,Charles McAdoo
822462,,,,Evan Truitt
702391,,,,Demetrio Nadal
690407,,,,Dalton Stambaugh
687924,aguiaju01,30031,aguij002,Julian Aguiar
800406,,,,Aron Estrada
679630,,,,Brett Schulze
669651,,,,Tim Elliott
832225,,,,Alex Breckheimer
687561,,,,Brannon Jordan
489119,mileywa01,8779,milew001,Wade Miley
808295,,,,Oliver Camilo
807720,,,,Garret Forrester
676637,sandeph01,20541,sandp003,Phoenix Sanders
814429,,,,Andrew Patrick
691620,queroje01,,,Jeferson Quero
808262,,,,Francisco Morao
702494,,,,Sam Tookoian
702278,,,,Nolan Schubart
806265,,,,Blake Wolters
806701,,,,Jake Brown
688639,,,,Ken Turner
700247,,,,Jose Pena
804946,,,,Tyler Howard
672279,sianimi01,22557,sianm001,Michael Siani
570560,sanchca01,11602,sancc001,Yolmer Sánchez
689690,jacobal01,29628,jacoa001,Alek Jacob
668740,,,,Kyle Wilkie
815119,,,,Tanner Franklin
684543,,,,Daniel Cope
694249,carrico01,,,Cole Carrigg
831384,,,,Josh Owens
689697,,,,Perry McMichen
684966,,,,Garrett Gayle
695494,,,,Kevin Bazzell
805703,,,,Braxton Hyde
821348,,,,Brent Iredale
825968,,,,Landon Arroyos
835037,,,,Angel De Jesus
685402,,,,Brett Standlee
683002,hendegu01,26289,hendg002,Gunnar Henderson
801434,gervapa01,31571,gervp001,Paul Gervase
641555,escarjc01,20084,escaj001,J. C. Escarra
687288,,,,Devereaux Harrison
694204,,,,Maikol Hernández
686824,,,,John Baker
829989,,,,Darling Valencio
836612,,,,Pedro Gomez
693855,seymoia01,27932,seymi001,Ian Seymour
687072,,,,Jamari Baylor
801670,,,,Mike Boeve
679822,foscuju01,27501,foscj001,Justin Foscue
822503,,,,Jason Doktorczyk
696155,,,,Sean Sullivan
687790,,,,Zach Rafuse
641778,lauerer01,19316,lauee001,Eric Lauer
688311,,,,Drake Osborn
669298,shooktj01,,,TJ Shook
571858,klinebr01,14101,klinb001,Branden Kline
702467,,,,Tommy Specht
669330,wellsty01,20000,wellt003,Tyler Wells
701566,,,,Connor Cooke
825933,,,,Luke Thelen
703537,,,,Blake Dickerson
693433,woobr01,30279,woo-b001,Bryan Woo
804254,,,,Kaleb Corbett
814813,,,,Juan Duran
695648,,,,Micah Ottenbreit
815843,,,,Josh Hammond
687352,,,,Grant Ford
676362,,,,Gabriel Ponce
682990,priesqu01,25977,prieq001,Quinn Priester
808248,,,,Freider Rojas
804528,,,,Hunter Omlid
689635,,,,Kanoa Pagan
825723,,,,Maicor Degollado
686401,,,,Jorge Morla
694453,,,,Alex Galvan
801592,,,,Zander Darby
694555,,,,Chase Centala
695717,,,,Sean Hard
690907,,,,Michael Kirian
690990,hortoca01,31872,hortc001,Cade Horton
815628,,,,Tyler Bell
815992,,,,Tim Piasentin
676272,millebo06,27483,millb005,Bobby Miller
687056,,,,Jared Alvarez-Lopez
677941,adamsjo03,23788,adamj003,Jordyn Adams
701220,,,,Daniel Avitia
802544,,,,Brock Vradenburg
685005,roach02,27662,roa-c001,Christian Roa
702176,rodenal01,31564,rodea001,Alan Roden
696522,juengha01,,,Hayden Juenger
830964,,,,Cardell Thibodeaux
687112,,,,Jake Hamilton
675915,banueda01,23250,banud001,David Bañuelos
650331,diazle01,18365,diazl001,Lewin Díaz
815048,,,,Josh Trentadue
694661,,,,Riley Tirotta
702584,,,,Isaiah Lowe
805260,,,,Ethan Hedges
650819,,,,Edison Lantigua
811304,,,,Jake Peppers
811319,,,,Riley Frey
816207,,,,Jared Davis
809915,,,,Jakob Wright
813901,,,,Titan Kennedy-Hayes
691026,winnma01,27479,winnm001,Masyn Winn
690991,,,,Mac Horvath
666123,,,,Austin Bergner
650907,pintore02,19859,pintr003,René Pinto
830894,,,,Carson Laws
800728,,,,Cameron Nickens
663529,,,,AJ Lee
690493,,,,Evan Lumbert
608353,,,,Ty Moore
689359,,,,Dale Stanavich
801317,,,,Alex Makarewich
685401,,,,Logan Gragg
814309,,,,Spencer Green
689713,,,,Jack Hartman
687859,johnstr02,26143,johnt003,Troy Johnston
702610,,,,Ike Irish
829191,,,,Joephillip Guzman
691336,,,,Erick Caines
686671,,,,Thomas Farr
702586,,,,Fulton Lockhart
669234,malloju02,29606,mallj001,Justyn-Henry Malloy
828116,,,,Gustavo Melendez
809719,,,,Austin Green
821177,,,,Jean Rodriguez
806086,,,,Naykel Cruz
696131,blackma01,30171,blacm001,Mason Black
805301,,,,Jordan Dissin
695349,,,,Hayes Heinecke
683011,volpean01,27647,volpa001,Anthony Volpe
836082,,,,Cory Geinzer
689041,thomarh01,31793,thomr008,Rhylan Thomas
701320,,,,Camron Hill
683095,,,,Hayden Dunhurst
687918,,,,Braylen Wimmer
694973,skenepa01,33677,skenp001,Paul Skenes
827604,,,,Aidan Deakins
676024,,,,Donta' Williams
800441,,,,Juan Pena
809945,,,,Jonah Advincula
806191,,,,Tai Peete
834587,,,,Elijah McNeal
656627,kolozma01,21304,kolom001,Mark Kolozsvary
687423,,,,Triston Polley
686604,,,,Octavio Corona
671111,peralsa01,25589,peras001,Sammy Peralta
809840,,,,Micah Ashman
677946,,,,Ben Harris
701795,,,,Drew Beam
683226,,,,Max Dias
622694,hernael01,16933,herne002,Elieser Hernández
502202,boxbebr01,10133,boxbb001,Brad Boxberger
702444,,,,Eric Martinez
520471,galvifr01,6609,galvf001,Freddy Galvis
702580,,,,Caden Marcum
689939,,,,Joey Steele
836617,,,,Gabriel Rosario
592644,plutkad01,15846,pluta001,Adam Plutko
832560,,,,Ben Moore
696263,,,,Tyler Thornton
656916,,,,Thomas Rowan
811315,,,,Brody Hopkins
821131,,,,Ayendy Bravo
837747,,,,Moises Salazar
687697,,,,Brock Minich
689441,crowco01,,,Coleman Crow
827749,,,,Henry Ramirez
552640,kittran01,12828,kitta001,Andrew Kittredge
809850,,,,Owen Stevenson
656235,,,,Cameron Bishop
542888,armstsh01,12857,armss001,Shawn Armstrong
694491,,,,Grayson Hitt
695705,,,,Luke Holman
608718,suterbr01,13942,suteb001,Brent Suter
669002,,,,Connor Scott
681884,,,,D. J. Carpenter
695462,,,,Cal Conley
679400,,,,Duany Gomez
823153,,,,Matt King
543089,davista01,12782,davit004,Taylor Davis
800402,,,,Edrei Campos
622338,,,,Jesús Liranzo
677958,rockeku01,31843,rockk001,Kumar Rocker
813386,,,,Justin Johnson
804673,,,,Colson Lawrence
669648,,,,John Doxakis
694722,,,,Isaiah Jackson
669393,,,,Alex Segal
669176,,,,Addison Moss
687911,kingbr02,25890,kingb001,Bryan King
663452,,,,Matthew Barefoot
698943,,,,Wilmer Feliciano
690969,,,,Kellum Clark
823801,,,,Tanner Smith
685722,,,,Michael Mantecón
802683,,,,Dominic Freeberger
669442,,,,Alerick Soularie
687996,,,,Josh Ibarra
663989,vespini01,21093,vespn001,Nick Vespi
687454,,,,Mitchell Walters
686972,waiteco01,25665,waitc001,Cole Waites
821769,,,,Joandrew Pena
689277,,,,Caleb Hill
809844,,,,Kien Vu
669431,,,,Gil Luna
642165,vanmejo01,15170,vanmj001,Josh VanMeter
687659,,,,Kaden Polcovich
691949,,,,Jake Vogel
824623,,,,Tyler Davis
686765,sogarni01,25483,sogan001,Nick Sogard
827517,,,,Kyle Lodise
542921,beckhti01,7949,beckt001,Tim Beckham
692222,,,,Jose Izarra
687959,,,,Rudy Rott
680994,,,,Nick Biddison
823883,,,,Salvador Casado
800335,,,,Adriam Santos
681916,smithdy01,30145,smitd010,Dylan Smith
670057,hartmry01,19480,hartr001,Ryan Hartman
680906,,,,Josiah Sightler
693820,,,,Kamron Fields
698938,,,,Junior Lara
675625,,,,Iván González
702303,martiri02,,,Riley Martin
816113,,,,Eli Willits
669682,,,,Morgan McSweeney
801754,,,,Davison Palermo
689953,,,,Bryce Milligan
689438,,,,Abimael Gonzalez
664784,,,,Steven Klimek
694551,,,,Aaron Combs
829978,,,,Victor Saez
694805,,,,Kyle Carr
701329,,,,Luis Rujano
686733,,,,Luis Sena
674022,,,,Jason Ruffcorn
687862,,,,Cody Milligan
685095,,,,Alaska Abney
675375,,,,Cory Lewis
806212,,,,Stone Russell
660261,fujinsh01,31839,fujis001,Shintaro Fujinami
694815,,,,Jack Hurley
800360,,,,Reminton Batista
694829,,,,Connor Burns
691948,,,,Jordan Thompson
642060,sedloco01,19357,sedlc001,Cody Sedlock
828335,,,,Titus Dumitru
701538,merrija01,29490,merrj002,Jackson Merrill
643361,hergeke01,15369,hergk001,Kevin Herget
815047,,,,Hunter Kublick
688474,,,,Andrew Morones
671956,,,,Noah Myers
595939,ellisch01,16125,ellic001,Chris Ellis
656686,martico02,19884,martc009,Corbin Martin
806189,,,,Andrew Keck
806314,,,,Beau Brewer
701791,,,,Caden Vire
673726,,,,Logan Allen
821270,,,,Luis Peña
807555,,,,Liam Best
701496,,,,Ben Cowles
814299,,,,Pascanel Ferreras
681982,andergr01,20546,andeg002,Grant Anderson
671781,,,,Christian Mejias
675919,raqueni01,20333,raqun001,Nick Raquet
675512,meltotr01,31807,meltt001,Troy Melton
824763,,,,Colin Daniel
675448,huntbl01,,,Blake Hunt
687138,,,,Jacob Meador
702651,,,,Cade Fisher
830239,,,,Aaron Walton
694991,,,,Mitch Jebb
811314,,,,Bryan Gonzalez Garcia
703610,,,,Justin Lamkin
808678,,,,Fermin Magallanes
686245,,,,Jaret Godman
666124,,,,Luke Berryhill
803284,,,,Max Belyeu
831560,,,,Easton Marks
668793,,,,Garrett Lawson
683328,,,,Antoine Jean
808303,,,,Danny Puerta
670219,kristza01,27585,krisz001,Zac Kristofak
684933,,,,Jaylen Hubbard
821168,,,,Lonell Downs
668834,mcgeeea01,22176,mcgee001,Easton McGee
687166,popeau01,26136,popea001,Austin Pope
827620,,,,Jake Shirk
805222,,,,Curtis Hebert
621593,castran02,19789,casta005,Anthony Castro
687512,,,,Montana Semmel
687919,,,,Garrett Leonard
808750,,,,Casey Hintz
829849,,,,Matthew Moses
605463,scottta02,13652,scott004,Tayler Scott
702311,,,,Angel Zarate
808090,,,,José Mejia
688367,,,,Tucker Mitchell
689959,,,,Caeden Trenkle
702679,,,,Demetrio Crisantes
813838,,,,Jacob Odle
814102,,,,Drew Pestka
683155,estesjo01,26257,estej001,Joey Estes
811316,,,,William Privette
702111,,,,Adam Smith
813844,,,,Will Bush
835501,,,,Derlin Garcia
686470,,,,Ryan Hawks
815102,,,,Ethan Farris
592831,wadeko01,14655,wadek001,Konner Wade
805904,coleza01,31583,colez001,Zach Cole
699552,,,,Brandon Beckel
820848,,,,Andy Fabian
686644,,,,Mack Chambers
836052,,,,Conner O'Neal
834393,,,,Caleb Leys
816120,,,,Griffin Burkholder
663891,,,,Nelson Maldonado
813916,,,,Kellon Lindsey
836071,,,,RJ Shunck
488768,cashnan01,8782,casha001,Andrew Cashner
801619,,,,Jake Faherty
807714,,,,Carter Trice
822463,,,,Nolan Sparks
701805,,,,Josh Caron
679525,marshal01,27451,marsa001,Alec Marsh
814280,,,,Landon Tomkins
688664,,,,Ryan Brown
702052,,,,Hunter Hollan
694399,,,,Elijah Nunez
650391,jimenel02,17484,jimee001,Eloy Jiménez
681488,,,,Logan Cerny
686432,,,,Orlando Fulgencio
809101,,,,Tommy Hopfe
834966,,,,Dylan Grego
687588,,,,Micah Pries
681415,,,,Jack Sellinger
802410,,,,Jacob Zibin
804539,,,,Darren Bowen
822038,,,,Ryan Lambert
701952,,,,Derek Salata
669203,burneco01,19361,burnc002,Corbin Burnes
685274,,,,Braiden Ward
688808,,,,David Martin
680235,,,,Nick Snyder
701727,,,,Bryce Martin-Grudzielanek
681324,,,,Chazz Martinez
687259,,,,Luke Bell
606303,payamjo01,14332,payaj001,Joel Payamps
681041,,,,Marcelo Perez
703178,,,,Braylin Tavera
823718,,,,Esteban Luna
687715,,,,Andy Samuelson
571948,milneho01,13346,milnh001,Hoby Milner
694553,,,,Tyson Guerrero
641541,duplajo01,19546,duplj001,Jon Duplantier
809331,,,,Brian Sanchez
686607,,,,Justin Fall
822280,,,,Alexander Diaz
837788,,,,Sebastian Franeites
701786,,,,Xavier Casserilla
679648,,,,Jake Stevenson
800875,,,,Christian Becerra
663500,,,,Hunter Parsons
687551,gilbedr01,31545,gilbd001,Drew Gilbert
828705,,,,Tanner Gillis
669001,,,,J. C. Flowers
690953,abelmi01,27756,abelm001,Mick Abel
800600,,,,Jackson Kent
820847,,,,Jordan Sanchez
808335,,,,Saul Sanchez
687531,kempnwi01,,,William Kempner
676329,,,,Malachi Emond
689225,briesbe01,26079,brieb001,Beau Brieske
665084,,,,Reed Hayes
801957,,,,Dub Gleed
686475,tolbety01,25779,tolbt001,Tyler Tolbert
689167,lindgje01,25830,lindj006,Jeff Lindgren
821011,,,,Luis Andujar
681047,,,,Christian Franklin
828492,,,,Xavier Kolhosser
687469,,,,Keaton Greenwalt
694811,,,,Bryson Hammer
808316,,,,Abraham Cohen
518626,donaljo02,5038,donaj001,Josh Donaldson
806262,,,,Kaiden Wilson
702446,,,,Bradford Webb
676919,,,,Brent Diaz
623180,mejiase01,13905,mejis001,Seth Mejias-Brean
663892,,,,Kevin Coulter
823185,,,,Zane Zielinski
695038,,,,Sean Hunley
804542,,,,Landon Harper
828258,,,,Cam Appenzeller
686463,,,,Thomas Schultz
663542,hudsobr01,19924,hudsb001,Bryan Hudson
811666,,,,Daniel Eagen
831926,,,,Bryce Molinaro
681333,,,,Dru Baker
699126,,,,Gregory Barrios
663624,mountry01,18373,mounr001,Ryan Mountcastle
695406,,,,Case Williams
695008,,,,Andy Owen
672546,,,,Juan De La Rosa
809633,,,,Michael Dattalo
681077,,,,Michael Knorr
695533,,,,Ty Evans
806061,,,,Isaiah Drake
801293,,,,Eric Yost
544150,suareal01,6175,suara001,Albert Suárez
682868,ramosbr01,25621,ramob001,Bryan Ramos
500779,quintjo01,11423,quinj001,Jose Quintana
695039,,,,Jack Wold
687990,,,,Tanner Jesson-Dalton
676510,hoffmno01,23381,hoffn001,Nolan Hoffman
661388,contrwi02,20503,contw002,William Contreras
687272,,,,Tucker Flint
686251,,,,Brady Lindsly
686808,,,,James Beard
663527,nevinty01,17893,nevit001,Tyler Nevin
671495,,,,Channy Ortiz
806019,,,,Zane Adams
814109,,,,Jeremy Lee
805868,,,,Geronimo Rombley
690572,,,,Cody Grosse
805956,,,,Kai Roberts
804446,,,,Eddie Micheletti
695746,,,,Cale Lansville
694363,shustja01,27472,shusj001,Jared Shuster
800414,,,,Alfredo Velasquez
668883,,,,Steven Williams
687797,,,,Nate Jones
684608,,,,Will Brian
803021,,,,Peyton Olejnik
680672,,,,Luke Waddell
700939,,,,Bennett Lee
703492,morabni01,,,Nick Morabito
823136,,,,Tegan Cain
807546,,,,Noah Palmese
669157,,,,Tristen Lutz
669292,,,,Owen Griffith
694310,,,,Bryson Ware
701906,,,,Trevor Cohen
687062,,,,Ramsey David
701469,,,,Jack Findlay
689464,,,,Shane Davis
834408,,,,JC Vanek
687315,,,,Christian Pregent
667563,,,,Jake Sommers
660751,,,,Gregori Vasquez
592859,wilkest01,16041,wilks001,Stevie Wilkerson
687606,schulpa01,25501,schup002,Paxton Schultz
823658,,,,Daniel Dickinson
692632,,,,Yujanyer Herrera
641482,cortene01,17874,cortn001,Néstor Cortés
813828,,,,Nolan Santos
814504,,,,Dylan Fien
682983,,,,Jud Fabian
695609,,,,Luke Jewett
835929,,,,Anderson Reyes
642721,gutieke01,17468,gutik001,Kelvin Gutiérrez
821698,,,,Enmanuel Corniel
688138,evanslo01,33699,evanl001,Logan Evans
701404,,,,Fisher Jameson
805025,,,,Rylan Galvan
684849,,,,Yan Lara
808632,,,,Tanner Shears
829072,,,,José Peña
687923,,,,Francisco Martinez
702668,,,,Korbyn Dickerson
687279,,,,Logan Glass
834897,,,,Dylan Driessen
807077,,,,Will Hynes
687570,prielco01,,,Connor Prielipp
695402,,,,Najer Victor
815894,,,,Jorge Quintana
815819,,,,Sean Gamble
694051,,,,Francis Martínez
686957,,,,Nick Lockhart
829981,,,,Kelvin Zapata
823795,,,,Nick Rodriguez
686831,,,,Colby White
688002,,,,Javier Valdés
682936,,,,Samuel Valerio
686634,,,,Chase Estep
687922,lucasea01,26058,lucae002,Easton Lucas
811167,,,,Landen Payne
669270,kuhnejo01,19995,kuhnj001,Joel Kuhnel
699816,,,,Jackson Loftin
595373,reinhja01,14938,reinj001,Jack Reinheimer
821136,,,,Handelfry Encarnacion
663368,perkibl01,19921,perkb002,Blake Perkins
803811,,,,Josh Hogue
592669,renfrhu01,15464,renfh001,Hunter Renfroe
687792,herzdj01,26389,herzd001,DJ Herz
681869,dubinsh01,24977,dubis001,Shawn Dubin
826707,,,,Blake Fields
702689,,,,Parker Coil
689818,sandlda01,,,David Sandlin
803404,,,,Anthony Steele
669229,,,,Ben Brecht
656814,ortizlu02,16942,ortil002,Luis Ortiz
691345,,,,Dax Stubbs
806507,,,,Kollin Ritchie
687073,,,,Yan Contreras
682250,,,,Dylan Thomas
668719,,,,Kenyon Yovan
701474,davitdu01,,,Duncan Davitt
687953,,,,Matt Minnick
686973,varlalo01,27691,varll001,Louis Varland
669358,bazsh01,22264,baz-s001,Shane Baz
472551,abadfe01,4994,abadf001,Fernando Abad
681339,,,,Brendan Tinsman
681520,,,,Antoine Kelly
686638,,,,Hunter Fitz-Gerald
687995,,,,Erick Figueroa
656473,,,,Brian Gonzalez
663871,,,,Ethan Paul
681060,,,,Sam Knowlton
681430,,,,Nick Zona
689117,,,,Matthew Swain
834672,,,,Michael Oliveto
700992,,,,Fran Oschell
701519,adamstr01,30180,adamt002,Travis Adams
675961,willial04,27604,willa005,Alika Williams
670428,,,,Tyler Erwin
834900,,,,Barrett Morgan
665178,,,,Randy Labaut
703102,,,,Anfernny Reyes
676114,,,,Hugh Fisher
688000,,,,Patrick Smith
686951,,,,Cy Nielson
814409,,,,Seaver King
828202,,,,Bruin Agbayani
694552,,,,Jack Payton
702708,,,,Emaarion Boyd
825927,,,,Rafe Perich
814487,,,,Nolan Hughes
670210,,,,Branden Fryman
802508,,,,Jeremy Pilon
815066,,,,Kyle Scott
702264,,,,Gavin Kilen
810890,,,,James Tallon
803011,antonsa01,,,Sam Antonacci
688642,agnosza01,31552,agnoz001,Zach Agnos
643418,longsh01,16542,longs001,Shed Long
703495,,,,Griffin Stieg
837862,,,,Manny De Los Santos
814451,,,,Jakob Christian
688757,,,,Jack Lynch
814106,,,,Cade Denton
688883,pallepe01,,,Peyton Pallette
658431,medinad01,19903,media001,Adonis Medina
803139,,,,Pierce Bennett
688214,,,,Ryan Jennings
802502,,,,Carson Latimer
699257,,,,Owen Woodward
614173,cordefr02,14567,cordf003,Franchy Cordero
686769,,,,Dane Acker
809859,,,,Jace Stoffal
807276,,,,Dante Nori
685314,saalfan01,26203,saala001,Andrew Saalfrank
701862,,,,Jacob Walsh
695380,hoppeal01,,,Alex Hoppe
806223,,,,Aidan Smith
800417,,,,Juan Martinez
694385,,,,Brock Wilken
826314,,,,Mason Burns
811228,,,,Carlos Maurera
681297,cowseco01,29591,cowsc001,Colton Cowser
804943,,,,Jackson Jaha
668841,,,,Spencer Van Scoyoc
815824,,,,Josiah Hartshorn
676444,,,,Conor Grady
680869,gelofza01,29766,geloz001,Zack Gelof
823839,,,,Manuel Davila
701296,,,,Carter Mathison
686803,,,,Tyler Nesbitt
687879,,,,Luis Quiñones
605347,lopezjo02,14527,lopej004,Jorge López
686608,,,,Jacob Wallace
703602,,,,Jalin Flores
669145,zimmebr02,20370,zimmb002,Bruce Zimmermann
668857,,,,Dante Biasi
682144,sandrja01,25158,sandj003,Jayvien Sandridge
681393,norbyco01,29592,norbc001,Connor Norby
686498,,,,Kendal Ewell
686680,,,,Ben Sems
807751,,,,Ethan O'Donnell
815718,,,,Xavier Mitchell
814458,,,,Fenwick Trimble
833244,,,,Wanel Celestin
806440,,,,Hayden Morris
806275,,,,Jack Goodman
809100,,,,Ixan Henderson
701864,,,,Griffin Doersching
680518,,,,Zavier Warren
809372,,,,Victor Figueroa
828666,,,,Kenny Leiner
835915,,,,Caleb Nieman
806146,,,,George Lombard
683740,,,,Ricky DeVito
671113,,,,Zach Daniels
806124,,,,Colin Houck
687798,roberni01,26226,roben002,Nick Robertson
695618,,,,Anthony Susac
686294,william01,26128,willa004,Amos Willingham
810951,,,,Nate Knowles
689374,,,,Jake Means
691027,,,,Tanner Witt
687502,,,,Nate Pawelczyk
688869,,,,Justin Dirden
670815,,,,James Acuña
684967,,,,Roel Garcia
686798,,,,Yordys Valdés
696270,johnsry01,35325,johnr010,Ryan Johnson
688427,ingrako01,26068,ingrk001,Kolton Ingram
694389,,,,William Fleming
572086,rodgebr01,13393,rodgb001,Brady Rodgers
690107,,,,Jackson Glenn
823809,,,,Nick Monistere
805942,,,,Zach Royse
811275,,,,Joel Sarver
691760,,,,Johán Berroa
669200,mccoyma01,22232,mccom002,Mason McCoy
573262,yastrmi01,14854,yastm001,Mike Yastrzemski
808911,,,,Grant Richardson
665167,,,,Jonah Dipoto
681524,,,,Justin Kunz
687195,,,,Jake Garland
694833,,,,Rio Britton
702153,fitzpbr01,,,Brian Fitzpatrick
676155,,,,Will Frizzell
826305,,,,Chase Davis
691781,housebr01,29993,housb001,Brady House
701680,,,,R. J. Sales
669384,delgara02,,,Raynel Delgado
822501,,,,Jon Jon Gazdar
660634,hernayo02,19432,herny003,Yonny Hernández
802469,,,,Travis Honeyman
679857,,,,Carlos Tavera
691109,,,,Zach Vennaro
805149,,,,Cody Delvecchio
543939,wongko01,12532,wongk001,Kolten Wong
695681,moorech03,34979,moorc002,Christian Moore
694395,,,,Dylan MacLean
694369,,,,Cole Foster
675560,,,,Ryan Sloniger
676249,,,,Adisyn Coffey
689734,,,,Koty Fallon
834965,,,,Luke Mensik
660761,suarejo01,19911,suarj001,José Suarez
666133,,,,Herbert Iser
676464,,,,Nick Swiney
811290,,,,Jaden Hamm
692049,,,,Anthony Morillo
668831,,,,Garrett Stallings
669387,mlodzca01,27572,mlodc001,Carmen Mlodzinski
806983,,,,Yophery Rodriguez
815518,,,,Erik Parker
674342,,,,Jakob Hernandez
680223,,,,Kyle Virbitsky
822876,,,,Ryan Andrade
690374,,,,Noah Denoyer
695069,,,,Keith Jones
681466,,,,James Parker
814113,,,,Dominic Voegele
670242,wallnma01,26466,wallm001,Matt Wallner
825669,,,,Julio Ozoria
835657,,,,Jake Shelagowski
680899,,,,Erik Tolman
837842,,,,Luis Dias
834971,,,,Alex Wallace
802146,,,,Aidan Major
669069,,,,Cam Cannon
701401,,,,Canyon Brown
691941,,,,Calvin Harris
823892,,,,Adrian Heredia
683766,kossch01,27653,kossc001,Christian Koss
833080,,,,Ethan Walker
834989,,,,Kaden Echeman
623515,jacksdr01,17807,jackd004,Drew Jackson
689742,,,,Anthony Green
695732,,,,Dylan King
823810,,,,Reed Moring
803723,,,,Jordan Yost
687400,,,,Dawson McCarville
815154,,,,Slade Caldwell
687210,,,,Nathan Martorella
813282,,,,Austin Newton
676423,,,,Dylan Rock
805793,,,,Landen Maroudis
702727,,,,Ben Abeldt
827405,,,,Finn Edwards
686873,,,,Nick Zwack
814489,,,,Brett Wichrowski
801128,,,,Robert Cranz
800074,,,,Darwin Caballero
681151,murraja01,26482,murrj001,Jayden Murray
680574,mclaima01,29695,mclam001,Matt McLain
694900,,,,Kyle Amendt
694754,,,,Sabin Ceballos
669923,kirbyge01,25436,kirbg001,George Kirby
701852,cavandr01,,,Drew Cavanaugh
607200,feddeer01,17425,fedde001,Erick Fedde
675912,lowthza01,20243,lowtz001,Zac Lowther
693309,,,,Isaiah Greene
686827,,,,Logan Rinehart
800365,,,,Andrés Parra
687893,,,,Craig Lewis
829844,,,,Jefer Lista
802416,,,,Ashton Izzi
687243,,,,Cole Kirschsieper
675659,jonesgr02,25448,joneg003,Greg Jones
691650,,,,Victor González
669155,,,,Brandon White
688341,,,,Dylan Castaneda
668968,crousha01,22192,crouh001,Hans Crouse
683149,,,,Julian Brock
830009,,,,Lisandro Sanchez
688199,,,,Harris Yett
680935,,,,Connor Pavolony
687476,,,,Robert Briley
676292,,,,Hunter Breault
702540,,,,Mikey Romero
821646,,,,Luis Espinoza
828685,,,,Taitn Gray
689603,,,,Jackie Urbaez
685382,,,,Andrew Navigato
702466,,,,A. J. Graham
815829,,,,Ryan Mitchell
802415,simpsch01,31912,simpc001,Chandler Simpson
694291,,,,CJ Weins
827980,,,,Frank Cairone
688162,,,,Brandon Komar
694773,,,,Reid Johnston
686599,,,,Kyle Brnovich
801725,,,,Luis De Leon
813409,,,,Joe Ariola
641641,,,,Taylor Grover
453281,leblawa01,5221,leblw001,Wade LeBlanc
835481,,,,Dylan Mathiesen
669205,,,,Lincoln Henzman
695765,,,,Thatcher Hurd
687726,,,,Cameron Wagoner
690189,,,,Trent Tingelstad
806303,,,,Zach Jacobs
695048,,,,Garret Guillemette
687330,kellyke02,25679,kellk004,Kevin Kelly
801076,,,,Justin Wishkoski
687297,,,,Brock Rudy
681370,,,,Hudson Haskin
694771,,,,Thomas Girard
667478,kraveev01,27536,krave001,Evan Kravetz
703680,,,,Brandon Compton
696276,,,,Jay Woolfolk
687628,,,,Justin Boyd
688014,,,,Edwin Sanchez
687823,,,,Aaron Shackelford
685773,,,,Deiby Ramírez
678920,,,,Luis Marine
801210,,,,Jaxon Jelkin
542208,perezca02,10642,perec003,Carlos Pérez
679180,,,,Trevor Kehe
681888,,,,Greg Cullen
695652,,,,Eddie King
656353,davidtu01,19871,davit005,Tucker Davidson
806120,,,,Kyle Henley
840917,,,,Enmanuel Rodriguez
670391,,,,Ben Anderson
687548,,,,J. D. McLaughlin
703563,,,,PJ Morlando
682011,,,,Tyler Miller
815654,,,,Eli Lovich
690603,,,,Kristófer Bow
805367,meidrch01,31580,meidc001,Chase Meidroth
621121,mcculla02,14120,mccul002,Lance McCullers
687942,,,,Torin Montgomery
815125,,,,Noah Ruen
701762,kurtzni01,35110,kurtn001,Nick Kurtz
689328,,,,Ashton Creal
701347,,,,Yoel Tejeda
695378,,,,Jack Sinclair
830018,,,,Samuel Teran
688273,,,,Joshua Day
809138,,,,Isaac Stebens
702266,,,,Dylan Lesko
804855,,,,Luke Fernandez
674072,henryto01,26285,henrt001,Tommy Henry
821187,,,,Juan Ortuno
816107,,,,Mason Pike
687700,,,,Grant Mathews
836055,,,,Zach Daudet
678142,,,,Cedric De Grandpre
692163,,,,Dominic Hambley
700943,,,,Jack Aldrich
688115,,,,Tyler Peck
820855,,,,Santhony Vizcaino
806046,,,,Alex Clemmey
834656,,,,Ike Young
681201,,,,Tanner O'Tremba
527054,teherju01,6797,tehej001,Julio Teherán
821152,,,,Carlos Done
685106,,,,Zach Biermann
686282,,,,Jack Gowen
686540,,,,Owen Cobb
829818,,,,Romano Donato
806188,gibsoca01,31815,gibsc001,Cade Gibson
680779,davishe01,29617,davih001,Henry Davis
