date,channel,direction,assets_in,assets_out,unresolved,desc
2024-02-01,trade,both,Corbin Burnes,DL Hall; Joey Ortiz,2,"Milwaukee Brewers traded RHP Corbin Burnes to Baltimore Orioles for SS Joey Ortiz, LHP DL Hall and Future Considerations."
2024-02-07,trade,both,Nick Maton,,1,Detroit Tigers traded SS Nick Maton to Baltimore Orioles for cash.
2024-02-08,waiver_claim,in,Livan Soto,,0,Baltimore Orioles claimed SS Livan Soto off waivers from Los Angeles Angels.
2024-02-14,trade,both,Peyton Burdick,,1,Miami Marlins traded CF Peyton Burdick to Baltimore Orioles for cash.
2024-02-16,waiver_claim,in,Diego Castillo,,0,Baltimore Orioles claimed SS Diego Castillo off waivers from Philadelphia Phillies.
2024-02-18,waiver_loss,out,,Livan Soto,0,Los Angeles Angels claimed SS Livan Soto off waivers from Baltimore Orioles.
2024-02-18,trade,both,Matt Krook,,1,New York Yankees traded LHP Matt Krook to Baltimore Orioles for cash.
2024-02-19,trade,both,Kaleb Ort,,1,Philadelphia Phillies traded RHP Kaleb Ort to Baltimore Orioles for cash.
2024-02-21,fa_minor,in,Esteban Luna,,0,Baltimore Orioles signed free agent RHP Esteban Luna to a minor league contract.
2024-02-23,waiver_loss,out,,Peyton Burdick,0,Chicago White Sox claimed CF Peyton Burdick off waivers from Baltimore Orioles.
2024-02-28,fa_minor,in,Kolten Wong,,0,Baltimore Orioles signed free agent 2B Kolten Wong to a minor league contract and invited him to spring training.
2024-02-28,fa_minor,in,Julio Teheran,,0,Baltimore Orioles signed free agent RHP Julio Teheran to a minor league contract and invited him to spring training.
2024-02-28,waiver_loss,out,,Sam Hilliard,0,Colorado Rockies claimed RF Sam Hilliard off waivers from Baltimore Orioles.
2024-03-16,waiver_claim,in,Peyton Burdick,,0,Baltimore Orioles claimed CF Peyton Burdick off waivers from Chicago White Sox.
2024-03-22,fa_minor,in,Jiorgeny Casimiri,,0,Baltimore Orioles signed free agent RHP Jiorgeny Casimiri to a minor league contract.
2024-03-26,fa_major,in,Tony Kemp,,0,Baltimore Orioles signed free agent LF Tony Kemp.
2024-03-31,waiver_loss,out,,Tyler Nevin,0,Oakland Athletics claimed 3B Tyler Nevin off waivers from Baltimore Orioles.
2024-04-05,trade,both,,Diego Castillo,1,Baltimore Orioles traded SS Diego Castillo to Minnesota Twins for cash.
2024-04-11,waiver_claim,in,Livan Soto,,0,Baltimore Orioles claimed SS Livan Soto off waivers from Los Angeles Angels.
2024-04-11,trade,both,Yohan Ramírez,,1,New York Mets traded RHP Yohan Ramírez to Baltimore Orioles for cash.
2024-04-13,passive_loss,out,,Tony Kemp,0,LF Tony Kemp elected free agency.
2024-04-19,waiver_loss,out,,Livan Soto,0,Cincinnati Reds claimed SS Livan Soto off waivers from Baltimore Orioles.
2024-04-24,waiver_loss,out,,Peyton Burdick,0,Cincinnati Reds claimed CF Peyton Burdick off waivers from Baltimore Orioles.
2024-05-06,waiver_loss,out,,Yohan Ramírez,0,New York Mets claimed RHP Yohan Ramírez off waivers from Baltimore Orioles.
2024-05-13,waiver_claim,in,Corbin Martin,,0,Baltimore Orioles claimed RHP Corbin Martin off waivers from Milwaukee Brewers.
2024-05-13,waiver_claim,in,Corbin Martin,,0,Baltimore Orioles claimed RHP Corbin Martin off waivers from Milwaukee Brewers.
2024-05-18,waiver_loss,out,,Ryan McKenna,0,San Francisco Giants claimed CF Ryan McKenna off waivers from Baltimore Orioles.
2024-05-22,trade,both,Blake Hunt,Michael Pérez; Mike Baumann,0,Seattle Mariners traded C Blake Hunt to Baltimore Orioles for RHP Mike Baumann and C Michael Pérez.
2024-05-25,trade,both,Aneuris Rodriguez; Thyago Vieira,Garrett Stallings,0,Milwaukee Brewers traded RHP Thyago Vieira and RHP Aneuris Rodriguez to Baltimore Orioles for RHP Garrett Stallings.
2024-05-28,waiver_loss,out,,Kaleb Ort,0,Houston Astros claimed RHP Kaleb Ort off waivers from Baltimore Orioles.
2024-06-01,fa_minor,in,Esmerlyn Valenzuela,,0,Baltimore Orioles signed free agent RHP Esmerlyn Valenzuela to a minor league contract.
2024-06-04,fa_minor,in,Julio Teheran,,0,Baltimore Orioles signed free agent RHP Julio Teheran to a minor league contract.
2024-06-04,fa_minor,in,Lincoln Henzman,,0,Baltimore Orioles signed free agent RHP Lincoln Henzman to a minor league contract.
2024-06-06,fa_minor,in,Cody Scroggins,,0,Baltimore Orioles signed free agent RHP Cody Scroggins to a minor league contract.
2024-06-06,waiver_loss,out,,Thyago Vieira,0,Arizona Diamondbacks claimed RHP Thyago Vieira off waivers from Baltimore Orioles.
2024-06-13,waiver_claim,in,Levi Stoudt,,0,Baltimore Orioles claimed RHP Levi Stoudt off waivers from Seattle Mariners.
2024-06-14,fa_minor,in,Cooper McKeehan,,0,Baltimore Orioles signed free agent LHP Cooper McKeehan to a minor league contract.
2024-06-17,waiver_claim,in,Nick Avila,,0,Baltimore Orioles claimed RHP Nick Avila off waivers from San Francisco Giants.
2024-06-25,fa_minor,in,Garrett Cooper,,0,Baltimore Orioles signed free agent 1B Garrett Cooper to a minor league contract.
2024-06-25,fa_minor,in,Reykelly Rubi,,0,Baltimore Orioles signed free agent LHP Reykelly Rubi to a minor league contract.
2024-06-27,fa_minor,in,Niko Goodrum,,0,Baltimore Orioles signed free agent 1B Niko Goodrum to a minor league contract.
2024-06-27,fa_minor,in,Burch Smith,,0,Baltimore Orioles signed free agent RHP Burch Smith to a minor league contract.
2024-07-01,fa_minor,in,Niko Goodrum,,0,Baltimore Orioles signed free agent 1B Niko Goodrum to a minor league contract.
2024-07-02,fa_minor,in,Vinny Nittoli,,0,Baltimore Orioles signed free agent RHP Vinny Nittoli to a minor league contract.
2024-07-03,fa_minor,in,Justin Showalter,,0,Baltimore Orioles signed free agent RHP Justin Showalter to a minor league contract.
2024-07-10,fa_minor,in,Harlin Naut,,0,Baltimore Orioles signed free agent Harlin Naut to a minor league contract.
2024-07-11,trade,both,Colin Selby,,1,Kansas City Royals traded RHP Colin Selby to Baltimore Orioles for cash.
2024-07-12,fa_minor,in,David De Los Santos,,0,Baltimore Orioles signed free agent RHP David De Los Santos to a minor league contract.
2024-07-19,signed_other,in,Ethan Anderson,,0,Baltimore Orioles signed C Ethan Anderson.
2024-07-19,signed_other,in,Griff O'Ferrall,,0,Baltimore Orioles signed SS Griff O'Ferrall.
2024-07-19,signed_other,in,Jack Crowder,,0,Baltimore Orioles signed RHP Jack Crowder.
2024-07-23,signed_other,in,Michael Caldon,,0,Baltimore Orioles signed RHP Michael Caldon.
2024-07-23,signed_other,in,Carson Dorsey,,0,Baltimore Orioles signed LHP Carson Dorsey.
2024-07-23,signed_other,in,Trent Turzenski,,0,Baltimore Orioles signed RHP Trent Turzenski.
2024-07-23,signed_other,in,Sebastian Gongora,,0,Baltimore Orioles signed LHP Sebastian Gongora.
2024-07-23,signed_other,in,Christian Rodriguez,,0,Baltimore Orioles signed RHP Christian Rodriguez.
2024-07-23,signed_other,in,Jacob Stretch,,0,Baltimore Orioles signed RHP Jacob Stretch.
2024-07-23,fa_minor,in,Kenny Leiner,,0,Baltimore Orioles signed free agent RHP Kenny Leiner to a minor league contract.
2024-07-23,signed_other,in,Chipper Menard,,0,Baltimore Orioles signed LHP Chipper Menard.
2024-07-23,signed_other,in,Chase Allsup,,0,Baltimore Orioles signed RHP Chase Allsup.
2024-07-23,fa_minor,in,Joe Glassey,,0,Baltimore Orioles signed free agent RHP Joe Glassey to a minor league contract.
2024-07-23,signed_other,in,Steven Ondina,,0,Baltimore Orioles signed SS Steven Ondina.
2024-07-23,fa_minor,in,Alex Ramos,,0,Baltimore Orioles signed free agent RHP Alex Ramos to a minor league contract.
2024-07-23,signed_other,in,Cohen Achen,,0,Baltimore Orioles signed RHP Cohen Achen.
2024-07-23,signed_other,in,Austin Overn,,0,Baltimore Orioles signed OF Austin Overn.
2024-07-23,signed_other,in,Colin Tuft,,0,Baltimore Orioles signed C Colin Tuft.
2024-07-23,signed_other,in,Braylon Whitaker,,0,Baltimore Orioles signed OF Braylon Whitaker.
2024-07-23,signed_other,in,Ryan Stafford,,0,Baltimore Orioles signed C Ryan Stafford.
2024-07-23,signed_other,in,Christian Herberholz,,0,Baltimore Orioles signed RHP Christian Herberholz.
2024-07-25,passive_loss,out,,Jonathan Heasley,0,Baltimore Orioles released RHP Jonathan Heasley.
2024-07-26,trade,both,Zach Eflin,Jackson Baumeister; Mac Horvath; Matthew Etzel,0,"Tampa Bay Rays traded RHP Zach Eflin to Baltimore Orioles for RHP Jackson Baumeister, OF Matthew Etzel and OF Mac Horvath."
2024-07-26,trade,both,Cristian Pache; Seranthony Domínguez,Austin Hays,0,Baltimore Orioles traded RF Austin Hays to Philadelphia Phillies for RHP Seranthony Domínguez and CF Cristian Pache.
2024-07-29,signed_other,in,DJ Layton,,0,Baltimore Orioles signed SS DJ Layton.
2024-07-29,signed_other,in,Andrew Tess,,0,Baltimore Orioles signed C Andrew Tess.
2024-07-29,fa_minor,in,Ben Vespi,,0,Baltimore Orioles signed free agent RHP Ben Vespi to a minor league contract.
2024-07-29,signed_other,in,Brandon Downer,,0,Baltimore Orioles signed RHP Brandon Downer.
2024-07-29,fa_minor,in,Ryan Cabarcas,,0,Baltimore Orioles signed free agent LHP Ryan Cabarcas to a minor league contract.
2024-07-29,signed_other,in,Evan Yates,,0,Baltimore Orioles signed RHP Evan Yates.
2024-07-29,signed_other,in,Carter Rustad,,0,Baltimore Orioles signed RHP Carter Rustad.
2024-07-30,trade,both,Eloy Jiménez,Trey McGough,1,Chicago White Sox traded LF Eloy Jiménez and cash to Baltimore Orioles for LHP Trey McGough.
2024-07-30,trade,both,Gregory Soto,Moisés Chace; Seth Johnson,0,Philadelphia Phillies traded LHP Gregory Soto to Baltimore Orioles for RHP Seth Johnson and RHP Moisés Chace.
2024-07-30,trade,both,Patrick Reilly,Billy Cook,0,Baltimore Orioles traded OF Billy Cook to Pittsburgh Pirates for RHP Patrick Reilly.
2024-07-30,trade,both,Trevor Rogers,Connor Norby; Kyle Stowers,0,Miami Marlins traded LHP Trevor Rogers to Baltimore Orioles for 2B Connor Norby and CF Kyle Stowers.
2024-07-30,trade,both,Austin Slater; Livan Soto,,2,"Cincinnati Reds traded LF Austin Slater, SS Livan Soto and cash to Baltimore Orioles for Player To Be Named Later."
2024-08-01,signed_other,in,Iziah Salinas,,0,Baltimore Orioles signed LHP Iziah Salinas.
2024-08-01,passive_loss,out,,Vinny Nittoli,0,RHP Vinny Nittoli elected free agency.
2024-08-01,signed_other,in,Vance Honeycutt,,0,Baltimore Orioles signed OF Vance Honeycutt.
2024-08-01,signed_other,in,Nate George,,0,Baltimore Orioles signed OF Nate George.
2024-08-02,waiver_loss,out,,Cristian Pache,0,Miami Marlins claimed CF Cristian Pache off waivers from Baltimore Orioles.
2024-08-07,fa_minor,in,J.D. Davis,,0,Baltimore Orioles signed free agent 3B J.D. Davis to a minor league contract.
2024-08-09,fa_minor,in,Jean Segura,,0,Baltimore Orioles signed free agent SS Jean Segura to a minor league contract.
2024-08-09,trade,both,,Ryan Watson,1,Baltimore Orioles traded RHP Ryan Watson to San Francisco Giants for cash.
2024-08-15,fa_minor,in,Matt Bowman,,0,Baltimore Orioles signed free agent RHP Matt Bowman to a minor league contract.
2024-08-21,waiver_claim,in,Emmanuel Rivera,,0,Baltimore Orioles claimed 3B Emmanuel Rivera off waivers from Miami Marlins.
2024-08-23,waiver_loss,out,,Terrin Vavra,0,Seattle Mariners claimed SS Terrin Vavra off waivers from Baltimore Orioles.
2024-08-25,waiver_claim,in,Brooks Kriske,,0,Baltimore Orioles claimed RHP Brooks Kriske off waivers from Cincinnati Reds.
2024-08-26,passive_loss,out,,Nick Avila,0,Baltimore Orioles released RHP Nick Avila.
2024-08-28,waiver_claim,in,Forrest Wall,,0,Baltimore Orioles claimed 2B Forrest Wall off waivers from Miami Marlins.
2024-08-29,fa_minor,in,Nick Anderson,,0,Baltimore Orioles signed free agent RHP Nick Anderson to a minor league contract.
2024-08-31,fa_minor,in,Adrian Houser,,0,Baltimore Orioles signed free agent RHP Adrian Houser to a minor league contract.
2024-09-01,waiver_loss,out,,Dillon Tate,0,Toronto Blue Jays claimed RHP Dillon Tate off waivers from Baltimore Orioles.
2024-09-07,fa_minor,in,Terrin Vavra,,0,Baltimore Orioles signed free agent 2B Terrin Vavra to a minor league contract.
2024-09-16,waiver_loss,out,,Cole Irvin,0,Minnesota Twins claimed LHP Cole Irvin off waivers from Baltimore Orioles.
2024-09-24,passive_loss,out,,Craig Kimbrel,0,Baltimore Orioles released RHP Craig Kimbrel.
2024-10-07,passive_loss,out,,Tucker Davidson,0,LHP Tucker Davidson elected free agency.
2024-10-31,passive_loss,out,,Anthony Santander,0,RF Anthony Santander elected free agency.
2024-10-31,passive_loss,out,,Brooks Kriske,0,RHP Brooks Kriske elected free agency.
2024-10-31,fa_minor,in,Yaramil Hiraldo,,0,Baltimore Orioles signed free agent RHP Yaramil Hiraldo to a minor league contract.
2024-10-31,passive_loss,out,,Austin Slater,0,RF Austin Slater elected free agency.
2024-10-31,passive_loss,out,,James McCann,0,C James McCann elected free agency.
2024-10-31,passive_loss,out,,John Means,0,LHP John Means elected free agency.
2024-10-31,passive_loss,out,,Corbin Burnes,0,RHP Corbin Burnes elected free agency.
2024-10-31,passive_loss,out,,Burch Smith,0,RHP Burch Smith elected free agency.
2024-10-31,trade,both,Daz Cameron,,1,Oakland Athletics traded LF Daz Cameron to Baltimore Orioles for cash.
2024-11-01,fa_minor,in,Rodolfo Martinez,,0,Baltimore Orioles signed free agent RHP Rodolfo Martinez to a minor league contract.
2024-11-02,passive_loss,out,,Eloy Jiménez,0,DH Eloy Jiménez elected free agency.
2024-11-04,passive_loss,out,,Danny Coulombe,0,LHP Danny Coulombe elected free agency.
2024-11-04,waiver_claim,in,René Pinto,,0,Baltimore Orioles claimed C René Pinto off waivers from Tampa Bay Rays.
2024-11-04,waiver_claim,in,Thaddeus Ward,,0,Baltimore Orioles claimed RHP Thaddeus Ward off waivers from Washington Nationals.
2024-11-13,fa_minor,in,Vimael Machín,,0,Baltimore Orioles signed free agent SS Vimael Machín to a minor league contract.
2024-11-14,fa_minor,in,Robinson Martínez,,0,Baltimore Orioles signed free agent RHP Robinson Martínez to a minor league contract.
2024-11-22,passive_loss,out,,Jacob Webb,0,RHP Jacob Webb elected free agency.
2024-11-25,fa_minor,in,Franklin Barreto,,0,Baltimore Orioles signed free agent OF Franklin Barreto to a minor league contract.
2024-11-25,fa_minor,in,Raúl Alcantara,,0,Baltimore Orioles signed free agent LHP Raúl Alcantara to a minor league contract.
2024-11-25,fa_minor,in,Jeremiah Jackson,,0,Baltimore Orioles signed free agent 2B Jeremiah Jackson to a minor league contract.
2024-12-10,fa_major,in,Tyler O'Neill,,0,Baltimore Orioles signed free agent LF Tyler O'Neill.
2024-12-10,fa_major,in,Gary Sánchez,,0,Baltimore Orioles signed free agent C Gary Sánchez.
2024-12-11,rule5,out,,Juan Nuñez,0,San Diego Padres purchased contract of RHP Juan Nuñez from Baltimore Orioles in the Rule 5 Draft.
2024-12-16,fa_major,in,Tomoyuki Sugano,,0,Baltimore Orioles signed free agent RHP Tomoyuki Sugano.
2024-12-23,fa_minor,in,Gerald Ogando,,0,Baltimore Orioles signed free agent RHP Gerald Ogando to a minor league contract.
2024-12-23,fa_minor,in,Jordyn Adams,,0,Baltimore Orioles signed free agent RF Jordyn Adams to a minor league contract.
2024-12-23,fa_minor,in,Matt Bowman,,0,Baltimore Orioles signed free agent RHP Matt Bowman to a minor league contract.
2024-12-31,fa_minor,in,Nick Gordon,,0,Baltimore Orioles signed free agent LF Nick Gordon to a minor league contract.
2025-01-03,fa_major,in,Charlie Morton,,0,Baltimore Orioles signed free agent RHP Charlie Morton.
2025-01-10,waiver_claim,in,Roansy Contreras,,0,Baltimore Orioles claimed RHP Roansy Contreras off waivers from Cincinnati Reds.
2025-01-10,waiver_loss,out,,René Pinto,0,Arizona Diamondbacks claimed C René Pinto off waivers from Baltimore Orioles.
2025-01-13,fa_major,in,Andrew Kittredge,,0,Baltimore Orioles signed free agent RHP Andrew Kittredge.
2025-01-15,fa_minor,in,Yunior Villavicencio,,0,Baltimore Orioles signed free agent LHP Yunior Villavicencio to a minor league contract.
2025-01-15,fa_minor,in,Victor Saez,,0,Baltimore Orioles signed free agent C Victor Saez to a minor league contract.
2025-01-15,fa_minor,in,Ricardo Chirinos,,0,Baltimore Orioles signed free agent C Ricardo Chirinos to a minor league contract.
2025-01-15,fa_minor,in,Kelvin Zapata,,0,Baltimore Orioles signed free agent LHP Kelvin Zapata to a minor league contract.
2025-01-15,fa_minor,in,Laurens Sosa,,0,Baltimore Orioles signed free agent RHP Laurens Sosa to a minor league contract.
2025-01-15,fa_minor,in,Manuel Vasquez,,0,Baltimore Orioles signed free agent C Manuel Vasquez to a minor league contract.
2025-01-15,fa_minor,in,Johanse Gomez,,0,Baltimore Orioles signed free agent OF Johanse Gomez to a minor league contract.
2025-01-15,fa_minor,in,Frandy Guillen,,0,Baltimore Orioles signed free agent SS Frandy Guillen to a minor league contract.
2025-01-15,fa_minor,in,Emmanuel Pena,,0,Baltimore Orioles signed free agent RHP Emmanuel Pena to a minor league contract.
2025-01-15,fa_minor,in,Lisandro Sanchez,,0,Baltimore Orioles signed free agent OF Lisandro Sanchez to a minor league contract.
2025-01-15,fa_minor,in,Meykel Baro,,0,Baltimore Orioles signed free agent SS Meykel Baro to a minor league contract.
2025-01-15,fa_minor,in,Rayner Herrera,,0,Baltimore Orioles signed free agent OF Rayner Herrera to a minor league contract.
2025-01-15,fa_minor,in,Jorge Drullard,,0,Baltimore Orioles signed free agent SS Jorge Drullard to a minor league contract.
2025-01-15,fa_minor,in,Ronald Terrero,,0,Baltimore Orioles signed free agent SS Ronald Terrero to a minor league contract.
2025-01-15,fa_major,in,Jose Flores,,0,Baltimore Orioles signed C Jose Flores.
2025-01-15,fa_minor,in,Benjamin Vasquez,,0,Baltimore Orioles signed free agent RHP Benjamin Vasquez to a minor league contract.
2025-01-15,fa_minor,in,Darling Valencio,,0,Baltimore Orioles signed free agent LHP Darling Valencio to a minor league contract.
2025-01-15,fa_minor,in,Fabian Cordero,,0,Baltimore Orioles signed free agent LHP Fabian Cordero to a minor league contract.
2025-01-15,fa_minor,in,José Peña,,0,Baltimore Orioles signed free agent SS José Peña to a minor league contract.
2025-01-15,fa_minor,in,Samuel Teran,,0,Baltimore Orioles signed free agent RHP Samuel Teran to a minor league contract.
2025-01-15,fa_minor,in,Yeison Acosta,,0,Baltimore Orioles signed free agent C Yeison Acosta to a minor league contract.
2025-01-15,fa_minor,in,Alexander Diaz,,0,Baltimore Orioles signed free agent RHP Alexander Diaz to a minor league contract.
2025-01-15,trade,both,,Blake Hunt,1,Baltimore Orioles traded C Blake Hunt to Seattle Mariners for cash.
2025-01-16,waiver_claim,in,Jacob Amaya,,0,Baltimore Orioles claimed SS Jacob Amaya off waivers from Chicago White Sox.
2025-01-23,waiver_loss,out,,Roansy Contreras,0,New York Yankees claimed RHP Roansy Contreras off waivers from Baltimore Orioles.
2025-01-27,fa_major,in,Dylan Carlson,,0,Baltimore Orioles signed free agent LF Dylan Carlson.
2025-01-31,trade,both,Luis Vázquez,,1,Chicago Cubs traded SS Luis Vazquez to Baltimore Orioles for cash.
2025-02-03,waiver_loss,out,,Jacob Amaya,0,Chicago White Sox claimed SS Jacob Amaya off waivers from Baltimore Orioles.
2025-02-04,fa_major,in,Ramón Laureano,,0,Baltimore Orioles signed free agent RF Ramón Laureano.
2025-02-05,fa_minor,in,Terrin Vavra,,0,Baltimore Orioles signed free agent 2B Terrin Vavra to a minor league contract.
2025-02-07,waiver_claim,in,Roansy Contreras,,0,Baltimore Orioles claimed RHP Roansy Contreras off waivers from New York Yankees.
2025-02-10,fa_minor,in,Dylan Coleman,,0,Baltimore Orioles signed free agent RHP Dylan Coleman to a minor league contract and invited him to spring training.
2025-03-22,fa_major,in,Kyle Gibson,,0,Baltimore Orioles signed free agent RHP Kyle Gibson.
2025-03-24,fa_minor,in,Roynel Confidente,,0,Baltimore Orioles signed free agent RHP Roynel Confidente to a minor league contract.
2025-03-24,fa_minor,in,Jainer Marmolejos,,0,Baltimore Orioles signed free agent RHP Jainer Marmolejos to a minor league contract.
2025-03-29,trade,both,Cody Poteet,,1,Chicago Cubs traded RHP Cody Poteet to Baltimore Orioles for cash.
2025-04-05,trade,both,,Nick Gordon,1,Baltimore Orioles traded 2B Nick Gordon to Kansas City Royals for cash.
2025-04-07,trade,both,Grant Wolfram,Daz Cameron,2,Baltimore Orioles traded LF Daz Cameron and cash to Milwaukee Brewers for LHP Grant Wolfram.
2025-04-13,fa_minor,in,Chadwick Tromp,,0,Baltimore Orioles signed free agent C Chadwick Tromp to a minor league contract.
2025-04-14,waiver_claim,in,Scott Blewett,,0,Baltimore Orioles claimed RHP Scott Blewett off waivers from Minnesota Twins.
2025-04-15,passive_loss,out,,Luis González,0,Baltimore Orioles released LHP Luis González.
2025-04-20,trade,both,,Scott Blewett,1,Baltimore Orioles traded RHP Scott Blewett to Atlanta Braves for cash.
2025-04-28,fa_minor,in,Starlin Mieses,,0,Baltimore Orioles signed free agent OF Starlin Mieses to a minor league contract.
2025-04-28,waiver_claim,in,Walter Pennington,,0,Baltimore Orioles claimed LHP Walter Pennington off waivers from Texas Rangers.
2025-05-07,fa_minor,in,Ezequiel Sosa,,0,Baltimore Orioles signed free agent RHP Ezequiel Sosa to a minor league contract.
2025-05-08,trade,both,Luis F. Castillo,,1,Seattle Mariners traded RHP Luis F. Castillo to Baltimore Orioles for cash.
2025-05-14,fa_minor,in,Asael Arias,,0,Baltimore Orioles signed free agent RHP Asael Arias to a minor league contract.
2025-05-16,fa_minor,in,Deimer Rodriguez,,0,Baltimore Orioles signed free agent Deimer Rodriguez to a minor league contract.
2025-05-20,passive_loss,out,,Kyle Gibson,0,Baltimore Orioles released RHP Kyle Gibson.
2025-05-21,fa_minor,in,Carlos Virla,,0,Baltimore Orioles signed free agent RHP Carlos Virla to a minor league contract.
2025-05-22,fa_minor,in,Edwin Marte,,0,Baltimore Orioles signed free agent RHP Edwin Marte to a minor league contract.
2025-05-25,fa_major,in,Cooper Hummel,,0,Baltimore Orioles signed free agent LF Cooper Hummel.
2025-05-28,fa_minor,in,Angel De Jesus,,0,Baltimore Orioles signed free agent RHP Angel De Jesus to a minor league contract.
2025-05-30,fa_major,in,Cooper Hummel,,0,Baltimore Orioles signed free agent LF Cooper Hummel.
2025-06-03,fa_minor,in,Naykel Cruz,,0,Baltimore Orioles signed free agent LHP Naykel Cruz to a minor league contract.
2025-06-03,fa_minor,in,Chadwick Tromp,,0,Baltimore Orioles signed free agent C Chadwick Tromp to a minor league contract.
2025-06-06,fa_minor,in,Devin Kirby,,0,Baltimore Orioles signed free agent RHP Devin Kirby to a minor league contract.
2025-06-06,trade,both,Scott Blewett,,1,Atlanta Braves traded RHP Scott Blewett to Baltimore Orioles for cash.
2025-06-11,fa_minor,in,Sayer Diederich,,0,Baltimore Orioles signed free agent LHP Sayer Diederich to a minor league contract.
2025-06-11,fa_minor,in,Junior Medina,,0,Baltimore Orioles signed free agent RHP Junior Medina to a minor league contract.
2025-06-12,fa_minor,in,Alberto Arias,,0,Baltimore Orioles signed free agent LHP Alberto Arias to a minor league contract.
2025-06-15,waiver_claim,in,Kyle Tyler,,0,Baltimore Orioles claimed RHP Kyle Tyler off waivers from Philadelphia Phillies.
2025-06-18,fa_minor,in,Luis Andujar,,0,Baltimore Orioles signed free agent RHP Luis Andujar to a minor league contract.
2025-06-19,fa_minor,in,Waner Perez,,0,Baltimore Orioles signed free agent RHP Waner Perez to a minor league contract.
2025-06-19,fa_minor,in,Julio Ozoria,,0,Baltimore Orioles signed free agent RHP Julio Ozoria to a minor league contract.
2025-06-19,fa_minor,in,Luis Sierra,,0,Baltimore Orioles signed free agent RHP Luis Sierra to a minor league contract.
2025-06-20,fa_minor,in,Luis Perdomo,,0,Baltimore Orioles signed free agent C Luis Perdomo to a minor league contract.
2025-06-24,fa_minor,in,Jacob Stallings,,0,Baltimore Orioles signed free agent C Jacob Stallings to a minor league contract.
2025-06-27,fa_minor,in,Edgar Benitez,,0,Baltimore Orioles signed free agent RHP Edgar Benitez to a minor league contract.
2025-06-30,fa_minor,in,David Medina,,0,Baltimore Orioles signed free agent RHP David Medina to a minor league contract.
2025-06-30,fa_minor,in,Anderson Reyes,,0,Baltimore Orioles signed free agent RHP Anderson Reyes to a minor league contract.
2025-07-01,passive_loss,out,,Kyle Tyler,0,RHP Kyle Tyler elected free agency.
2025-07-02,fa_minor,in,José Barrero,,0,Baltimore Orioles signed free agent SS Jose Barrero to a minor league contract.
2025-07-06,trade,both,Alex Jackson,,2,New York Yankees traded C Alex Jackson to Baltimore Orioles for Player To Be Named Later and cash.
2025-07-10,trade,both,,Bryan Baker,1,Baltimore Orioles traded RHP Bryan Baker to Tampa Bay Rays for Draft Pick.
2025-07-15,signed_other,in,Dalton Neuschwander,,0,Baltimore Orioles signed RHP Dalton Neuschwander.
2025-07-15,signed_other,in,Kailen Hamson,,0,Baltimore Orioles signed LHP Kailen Hamson.
2025-07-16,signed_other,in,Hunter Allen,,0,Baltimore Orioles signed RHP Hunter Allen.
2025-07-16,waiver_claim,in,Elvin Rodríguez,,0,Baltimore Orioles claimed RHP Elvin Rodriguez off waivers from Milwaukee Brewers.
2025-07-16,waiver_claim,in,Elvin Rodríguez,,0,Baltimore Orioles claimed RHP Elvin Rodriguez off waivers from Milwaukee Brewers.
2025-07-17,passive_loss,out,,Corbin Martin,0,RHP Corbin Martin elected free agency.
2025-07-18,signed_other,in,Ike Irish,,0,Baltimore Orioles signed C Ike Irish.
2025-07-18,fa_major,in,Corbin Martin,,0,Baltimore Orioles signed free agent RHP Corbin Martin.
2025-07-18,signed_other,in,Caden Bodine,,0,Baltimore Orioles signed C Caden Bodine.
2025-07-19,signed_other,in,JT Quinn,,0,Baltimore Orioles signed RHP JT Quinn.
2025-07-19,signed_other,in,Wehiwa Aloy,,0,Baltimore Orioles signed SS Wehiwa Aloy.
2025-07-19,fa_minor,in,Joismer Sandoval,,0,Baltimore Orioles signed free agent RHP Joismer Sandoval to a minor league contract.
2025-07-19,signed_other,in,Joseph Dzierwa,,0,Baltimore Orioles signed LHP Joseph Dzierwa.
2025-07-21,signed_other,in,RJ Austin,,0,Baltimore Orioles signed OF RJ Austin.
2025-07-21,signed_other,in,Cam Lee,,0,Baltimore Orioles signed OF Cam Lee.
2025-07-21,signed_other,in,Colin Yeaman,,0,Baltimore Orioles signed SS Colin Yeaman.
2025-07-21,signed_other,in,Caden Hunter,,0,Baltimore Orioles signed LHP Caden Hunter.
2025-07-21,signed_other,in,Jaiden Lo Re,,0,Baltimore Orioles signed SS Jaiden Lo Re.
2025-07-23,fa_minor,in,Vinny Nittoli,,0,Baltimore Orioles signed free agent RHP Vinny Nittoli to a minor league contract.
2025-07-24,fa_minor,in,J.D. Hennen,,0,Baltimore Orioles signed free agent RHP J.D. Hennen to a minor league contract.
2025-07-24,signed_other,in,Holden deJong,,0,Baltimore Orioles signed LHP Holden deJong.
2025-07-24,signed_other,in,Brayden Smith,,0,Baltimore Orioles signed 2B Brayden Smith.
2025-07-24,fa_minor,in,Isaac Silva,,0,Baltimore Orioles signed free agent RHP Isaac Silva to a minor league contract.
2025-07-24,signed_other,in,Slater de Brun,,0,Baltimore Orioles signed OF Slater de Brun.
2025-07-24,signed_other,in,Braeden Sloan,,0,Baltimore Orioles signed LHP Braeden Sloan.
2025-07-24,fa_minor,in,Joephillip Guzman,,0,Baltimore Orioles signed free agent 2B Joephillip Guzman to a minor league contract.
